,Text,Account Tags,Hashtags,Sentiment,Emotions
76113," Flowers on Friday…💜💜💜
Have a fantastic Friday, friends!🤗
The weekend is just around the corner.🙋‍♀️😁
Happy Earth Day 🌎 🌍🍃🌱
#FlowersOnFriday #Weekend #Iris #Natue #Walking #LovePurple 
EarthDay2022 ",dianne0805,"FlowersOnFriday,Weekend,Iris,Natue,Walking,LovePurple,EarthDay2022",POSITIVE,joy
76127," Today is EarthDay! Join us &amp; friends at   AL &amp;  by donating your time to create a greener cleaner future for AL communities! 

🌍Join a community clean-up 
🌏Re-vitalize a green space 
🌎Plant a tree 

Find opportunities here  ","ServeAlabama,AmeriCorps,MobileBaykeeper",EarthDay,POSITIVE,optimism
76134," One decision at a time, we can take care of the planet that takes care of us. 💚 Wishing a Happy EarthDay to all our patrons!

BBCL Archives image info: Two children planting a line of ficus trees on city owned property, 1961 ( ",BBCityLibrary,EarthDay,NEGATIVE,joy
76147,"Celebrating EarthDay also means it is important to find innovative solutions to save its resources.
Kudos to Dr. Beausoleil-Morrison and his colleagues!
Watch our [VIDEO] 👉 



#CFIfunded #PromisingFutureNow 🌎 ","cu_research,CarletonBPRC,CarletonEngDesg","EarthDay,CFIfunded,PromisingFutureNow",POSITIVE,joy
76148,"Even though earth day is everyday, Make these Vegan “Fish” oyster mushroom tacos w/cilantro crema!  EarthDay2022 👉🏽get the recipe:  ",Uknown,EarthDay2022,NEGATIVE,joy
76188,"GeoCool infill is the perfect EarthDay accessory because it:

🌎 Is produced by living organisms.
🌎 Is sustainably sourced.
🌎 Has a reduced carbon footprint.
🌎 Can be fully recycled. ",Uknown,EarthDay,POSITIVE,optimism
76196,"Happy Earth Day! 🌎 The modern food system exploits animals, communities, and the planet; compromising our air, water, and natural ecosystems. This Earth Day, try vegan. Our animals who were rescued from the food system will thank you for it! #earthday #govegan #friendnotfood ",Uknown,"earthday,govegan,friendnotfood",POSITIVE,optimism
76207,"🙌Thrilled to welcome US Secretary of Energy  to #SantaMonica on Earth Day where she was able to visit two of  leaders in sustainability and Certified Green Businesses,  and ! ","SecGranholm,SantaMonicaPier,pacpark,TheAlbrightSM",SantaMonica,POSITIVE,joy
76211,Happy Earth Day friends! 🌎 Don't forget to get outside today. We're proud to offer recycling here at our community! How do you celebrate #earthday? ,Uknown,earthday,POSITIVE,joy
76225, Happy Earth Day! 🌎 May we all continue to act as stewards for the planet we call home. EarthDay ,CovenantCA,EarthDay,POSITIVE,joy
76231,"It's EarthDay and we want to know how you're making a difference not only today, but each and every day? How as your business increased #sustainability efforts? 🌍 🌱 ♻️ ",Uknown,"EarthDay,sustainability",POSITIVE,optimism
76257," Firefighters of C Platoon &amp; FSE Knowles participating in the Let’s Clean Our City initiative in honour of EarthDay2022 🌍!

#Brantford #Fire #TrashTag #Community #Environment EarthDay #CleanBrantford

 ","BrantfordFire,CityOfBrantford","EarthDay2022,Brantford,Fire,TrashTag,Community,Environment,EarthDay,CleanBrantford",POSITIVE,optimism
76275,You know what takes a minute of your time but makes a big difference? Signing our petition – after all it’s EarthDay! The more support we have  - the more our message gets heard. Take a few seconds to sign our petition and share!    🐰🦉🐞🐢🦆🐝🌲🌳🌼🌎,Uknown,EarthDay,POSITIVE,optimism
76276,"Looking for Professional Powerpoint Presentation that lift up your Business? You're on right place! Click Link for Your Order👇

EarthDay GOT7 McCarthy jeno Johnny Depp David Amber Heard Trump Source Disney jeno McCarthy Guy Guy Guy #NCTDREAM Elon MUSK ",Uknown,"EarthDay,NCTDREAM",POSITIVE,joy
76277,"Good news for our environment this EarthDay as the Senate voted 24-11 to ban the use of harmful styrofoam containers &amp; trays in schools &amp; restaurants by July 1, 2024.🌎 #ProtectOurPlanet #DemocratsDeliver

 ",Uknown,"EarthDay,ProtectOurPlanet,DemocratsDeliver",POSITIVE,optimism
76279,EarthDay should be every day! What are some actionable ideas and solutions to address the just transition and build a regenerative and sustainable future? 🌱💚 ,WhatWorksSummit,EarthDay,POSITIVE,optimism
76285,Happy EarthDay today and EVERYDAY! A few of my favorite moments above and below the surface. 🥰🌊🌎 ,Uknown,EarthDay,POSITIVE,joy
76296, It's Earth Day! 🌲🗣️Here's your friendly reminder that the majority of people DO want environmental action. Let's talk about it! EarthDay2022 ,BridgeUSA_,EarthDay2022,POSITIVE,optimism
76302,"Master of Applied Data Science students designed a new data visualization to aid research into Great Lakes ecosystem dynamics at  🌊  
Descriptive transcript: 
EarthDay ",NOAA_GLERL,EarthDay,NEGATIVE,joy
76322," Happy EarthDay 🌍💚 
 
We continue to raise awareness of GCCMs as a lower carbon alternative to traditional concrete uses in construction!

Find out more below:


#earthday2022 #construction #engineering #innovation #concrete #concreteonaroll ",_ConcreteCanvas,"EarthDay,earthday2022,construction,engineering,innovation,concrete,concreteonaroll",POSITIVE,joy
76328,"  Happy Earth Day🌱🌏

EarthDay2022 #InvestInOurEarth #지구의날2022","BLACKPINK4WAYS,BLACKPINK","EarthDay2022,InvestInOurEarth",POSITIVE,joy
76345,"EarthDay2022 🌎

""This is the moment to change it all — the business climate, the political climate, and how we take action on climate. Now is the time for the unstoppable courage to preserve and protect our health, our families, and our livelihoods"" -  ",EarthDay,EarthDay2022,POSITIVE,optimism
76352," Sheesh Earth is beautiful 😍 What’s the most beautiful place you’ve travelled to? 🌎 #HappyEarthDay  

❤️  ","triller,ZipDreams",HappyEarthDay,POSITIVE,joy
76368,"Happy EarthDay! I'm grateful for everyone who works to protect and restore the natural resources around us, including the great team at  Environmental Services. Thanks for giving #TacCouncil members a tour of the city's stormwater management facilities this week! 🌎 ",CityofTacoma,"EarthDay,TacCouncil",POSITIVE,joy
76373, Happy EarthDay 🌍,iamZatoshi,EarthDay,POSITIVE,joy
76383,"This Earth Day quote screams #CanYaman 🍫🍫🍫🍫🍫🍫🍫🍫🍫CanYamanForChildrenEarthDay
#UnAlberoPerilFuturo ",Uknown,"CanYaman,UnAlberoPerilFuturo",NEGATIVE,joy
76388,"#happyEarthDay2022 And remember, Every Day is Earth Day!🌎🦦

EarthDay2022 #Sustainability ",Uknown,"happyEarthDay2022,EarthDay2022,Sustainability",POSITIVE,joy
76392," A thread to help you cut out plastic: 

♻️ 🌏 🌱 

EarthDay EarthDay2022",andipekipaki,"EarthDay,EarthDay2022",NEGATIVE,optimism
76423," Happy bir-EARTH-day Animal Kingdom 🌎 

🦁 CALLING ALL OUR ANIMALS! 🐿️🦔🦥🦦🦒🦛🦧🐆

Get in the EarthDay spirit by celebrating Animal Kingdoms24th anniversary 🥳. Find your favorite Disney animals and Explorers on 

EarthDay #AnimalKingdom ",EveryCharacter_,"EarthDay,EarthDay,AnimalKingdom",POSITIVE,joy
76425,"Everyday is an #EARTH day🌎
Everyone can contribute uniquely for #SUSTAINABILITY🍃

The commitment that ClubS makes is: collaborating with accredited social organizations to utilize decentralization to achieving #SDG now and future 🪢

EarthDay2022 #web3 ",Uknown,"EARTH,SUSTAINABILITY,SDG,EarthDay2022,web3",POSITIVE,optimism
76430," There is so much beauty around us to be explored. Let’s do our part to protect our planet. Happy Earth Day! 🌎

EarthDay #Barrie #VisitBarrie #OutdoorAdventures #ProtectOurEarth ",tourismbarrie,"EarthDay,Barrie,VisitBarrie,OutdoorAdventures,ProtectOurEarth",POSITIVE,joy
76431," 🌎 Happy EarthDay ladies!

🌎 ""You are the Lord, you alone. You have made heaven, the heaven of heavens, with all their host, the earth and all that is on it, the seas and all that is in them; and you preserve all of them; and the host of heavens worships you."" ",GatewayPINK,EarthDay,POSITIVE,joy
76434,"Sending our thanks and best wishes to all who continue to support LittlePod and our Campaign for Real Vanilla 💚

#LittlePod #CampaignForRealVanilla #vanilla #realvanilla #climatechange #biodiversity #earthday #earthday22 #earthday2022 🌎 ",Uknown,"LittlePod,CampaignForRealVanilla,vanilla,realvanilla,climatechange,biodiversity,earthday,earthday22,earthday2022",NEGATIVE,joy
76436," Ruxi and Nora ask our world leaders: ""Please take care of our planet!""

Today we celebrate EarthDay and we echo their plea: we must accelerate #ClimateAction for people, for the planet, and for future generations.

Share or like if you support Ruxi and Nora's message 🌏 ",UNDPClimate,"EarthDay,ClimateAction",POSITIVE,optimism
76449,"Happy EarthDay to our wonderful home! 💙🌎

#Mystics25 // #TogetherDC ",Uknown,"EarthDay,Mystics25,TogetherDC",POSITIVE,joy
76461," There are no passengers on Spaceship Earth. We are all crew. EarthDay is every day.

#veganism #plantbased #oneworld  #love #compassion 💙💚 ",gruntvegan,"EarthDay,veganism,plantbased,oneworld,love,compassion",NEGATIVE,joy
76464," Out of every planet  has discovered, only one supports life: ours. 🌏 Happy EarthDay!

Earth’s atmosphere keeps us warm, protects us from solar radiation and contains the oxygen that every #NASAEarthling breathes. ","NASAAtmosphere,NASA","EarthDay,NASAEarthling",POSITIVE,joy
76480,Happy EarthDay! 🌎 ,Uknown,EarthDay,POSITIVE,joy
76501," Happy EarthDay! 🌎

At CDC, we are committed to responding to the health effects of climate change.

On today’s #DirectorDebrief, I highlight two of our nation’s most pressing #PublicHealth issues – climate change and health equity. ⬇️ ",CDCDirector,"EarthDay,DirectorDebrief,PublicHealth",POSITIVE,optimism
76503," 🌎 #Happy EarthDay2022 #PLN!

📽️ Catch today's #eduTGIF replay ➡️ #sharing #creative #teachingandlearning #strategies to #celebrate EarthDay!

💥 Did you #celebrate #Earth Day creatively today? With your #students? #Share your #journey! #adobeEDUcreative ",TechyLeaderEDU,"Happy,EarthDay2022,PLN,eduTGIF,sharing,creative,teachingandlearning,strategies,celebrate,EarthDay,celebrate,Earth,students,Share,journey,adobeEDUcreative",NEGATIVE,joy
76511," Happy Earth Day! 🌎 
Here's a poem I wrote and recited on ""Trees, Earth &amp; Wildlife"" 🙌🏾

Via: Instagram Reel

#Poetrycommunity EarthDay2022 #WritingCommunity ",canamaicann,"Poetrycommunity,EarthDay2022,WritingCommunity",POSITIVE,joy
76521,"It’s EarthDay and no political group or country cares to do anything about climate change. So enjoy nature while you still can 😌
See ya at the climate wars! ",Uknown,EarthDay,POSITIVE,optimism
76530,"Isn't the earth a beauty? 😍😍

EarthDay ",Uknown,EarthDay,NEGATIVE,joy
76532,Happy Earth Day 🌎 Thank you to all our Forest School students who take care of the environment in our woodland. #respect #teamwork #care #WorldEarthDay2022 ,Uknown,"respect,teamwork,care,WorldEarthDay2022",POSITIVE,optimism
76535," Our crews clean &amp; maintain an astounding 148,000 catch basins in NYC. On this EarthDay, we're appreciating infrastructure that protects our environment &amp; the essential workers that maintain it! Oh &amp; if you see a clogged catch basin, reach out to  so we can follow up. 👍🌎 ","NYCWater,nyc311",EarthDay,POSITIVE,optimism
76537," 🌍Today the EarthDay is celebrated around the world! It reminds us that we all share the same planet and protecting it is everyone's responsibility. 

Especially today we appreciate Polish landscapes rich in natural beauty 🇵🇱🏞️🌿

Podgórna Waterfall👇 ",PLinCanada,EarthDay,POSITIVE,joy
76543,"About 30 volunteers with  helped clean up the Blackstone Valley Bikeway 🚴‍♀️🚴🚴‍♂️ on Friday for Earth Day.

Our  spoke with some of the young volunteers who said they’re doing their part to take care of the planet:



EarthDay2022","WorcGreenCorps,ParsMeghan",EarthDay2022,POSITIVE,optimism
76550,We are doing what we can to make our research planet friendly! 🌎 EarthDay2022 EarthDay EarthDayEveryDay ,Uknown,"EarthDay2022,EarthDay,EarthDayEveryDay",POSITIVE,optimism
76551," What a beautiful world we live in! Happy Earth Day. 🌎
EarthDay2022 #fridaymorning ",ThisIsMarietta,"EarthDay2022,fridaymorning",POSITIVE,joy
76557," 🌎🌞🌍🌞

Today is Earth Day. In a way, it is OUR Day. For every bit of us is from nature, our mother. May we help our mother LIVE, healthy, and fertile, for eons to come.

And may we vote for leaders who love their mother.🌞💙🌞

EarthDay22
#ONEV1 #DemVoiceEarth
#wtpBLUE ",marylee_losardo,"EarthDay22,ONEV1,DemVoiceEarth,wtpBLUE",POSITIVE,joy
76605,Mother Earth 🌱🌍 Cant think of a better day to bring back one of my favorite moments playing one of my favorite songs in Paris. Let’s take care of our earth. The trees know more than we do 💚#earthday ,Uknown,earthday,POSITIVE,joy
76612," On this Earthday let's take a vow to save our mother Earth by saving our soil.
Let's make it happen
#SaveSoil 
#JourneyForSoil 🙏🙏🌿🌿🌺🌺 ",JyotiSi43924960,"SaveSoil,JourneyForSoil",POSITIVE,optimism
76617,Happy EarthDay! One of the great things about driving is seeing all our planet has to offer. 🌎 What are some of your favorite views? ,Uknown,EarthDay,POSITIVE,joy
76638,"This EarthDay, we’re proud to take part in the National Recycling League with  to help eliminate beer packaging waste at ! ♻️ ","AnheuserBusch,PetcoPark",EarthDay,POSITIVE,joy
76639,"Happy Earth Day 🌎 ❤️

#ithacaisgorges 

📸:  ",ThisisIthaca,ithacaisgorges,POSITIVE,joy
76643," You heard it here first! Our team is proud to announce the 5 Pillars of our Climate Action Plan this EarthDay 🌎

We are deeply proud and excited to have collaboratively developed this bold framework

Read more here: 

#ChicagoClimateAction #ChiCAP ",SustainChicago,"EarthDay,ChicagoClimateAction,ChiCAP",POSITIVE,optimism
76649,"  Happy EarthDay ! that we can save it and take care of it more and more every day, for our own good, because the environment is our greatest asset.💚💙🛐","LanaParrilla,greenpeaceusa",EarthDay,POSITIVE,optimism
76652,happy EarthDay 💙🌎 ,Uknown,EarthDay,POSITIVE,joy
76663,"Happy Earth Day!🌱

One person can always make a difference. Do your part and let's show our planet some love.

EarthDay2022 ",Uknown,EarthDay2022,POSITIVE,optimism
76673,"Minutes ago  signed an Executive Order to commit to fighting climate change and conserving mature and old-growth forests. While this EO is a helpful first step, it will not stop the ongoing clearcutting of critical public forests. 🧵

EarthDay 
 ","POTUS,forestservice,BLMNational",EarthDay,POSITIVE,optimism
76676," 🌍 This EarthDay, we are reminded of the importance of cooperation in the fight against #ClimateChange. Combatting the climate crisis and strengthening multilateral institutions are key priorities for Spain. Our health and the health of the environment are at stake. ",SpainInTheUSA,"EarthDay,ClimateChange",POSITIVE,optimism
76680,"Happy EarthDay! 🌎 It’s important that we continue to find ways to give back to the place we call home and learn how to protect and care for our planet.

Whether you plant a tree, clean up trash or take in the scenery, spend a little extra time appreciating our Earth today. 💙 ",Uknown,EarthDay,POSITIVE,optimism
76688,"Happy EarthDay 🌎
Join me on Ottawa’s newest radio station
 📻 Mon-Fri, 2-7pm, Sat 9am-1pm. 🎶
All your favourite FUN music, info &amp; contests! 
☎️ 750-1100
🗣 MOVE 100 
📱 10030 **Standard rates apply
🎧 
#Ottawa #OttCity ",Move100Ottawa,"EarthDay,Ottawa,OttCity",POSITIVE,joy
